sample_id,prompt,original_text,attacked_text,z_score_original,z_score_attacked,is_watermarked_original,is_watermarked_attacked,num_tokens,generation_time,detection_time_original,detection_time_attacked
118,"If you're a regular commuter or tourist in New York City, here's some exciting news: Earlier this we"," bug, which isn't particularly harmful, was reported on Monday, but until now, the transit agency couldn't pinpoint exactly where the infestation was. That is, until now.

According to the New York Da","bug, which isn't particularly harmful, WA reported on Monday, but until now, the transit representation couldn't speck exactly where the infestation was. That is, until now. According to the New York ",5.659799760886717,3.412500738508723,True,False,120,3.0926966667175293,0.0010035037994384766,0.0007987022399902344
119,"You long for someone to return your affection, but it just isn't happening. Instead of going into an"," favourite video games, make some hot chocolate, read a nice book, put on some good music.

Advertisement

If nothing else, you'll likely feel a bit more positive.

There are also apps like Self Care ","favourite video games, make some hot chocolate, read a nice book, put option on some good music. Advertisement If nothing else, you'll likely feel a bit more positive. There ar also apps ilk Self Care",7.302967433402215,4.642383454426297,True,True,120,3.0812575817108154,0.0008208751678466797,0.0007798671722412109
120,"Latter & Blum Insurance Services, Inc. What the community has to say about Latter & Blum Insurance S"," in the St. Louis Market, with a primary office in St.

Latter & Blum Insurance Services, Inc. What the community has to say about Latter & Blum Insurance Services, Inc. Latter & Blum Inc. Realtors of","Indiana the St. Louis Market, with type A primary office in St. Latter & Blum Policy Services, Inc. What the community has to say about Latter & Blum Insurance Services, Inc. Latter & Blum Inc. Realto",1.4605934866804429,-0.3713906763541037,False,False,120,3.149711847305298,0.0006976127624511719,0.0007510185241699219
121,The family of a 3-year-old girl who died in October after falling into a grease trap outside an ice ," press conference in Birmingham.

Rajni Davis was killed in October after getting caught in a grease trap behind Jimmy Hite's Ice Cream on Auburn Ave. She was rushed to a Birmingham hospital but died ",wardrobe conference in Birmingham. Rajni Bette davis Washington killed in October after getting caught Indiana a grunge trap tooshie Jimmy Hite's Ice Cream on Auburn Ave. She was rushed to a Birmingha,7.6681158050723255,5.115948820192307,True,True,120,3.074683666229248,0.0008103847503662109,0.0007944107055664062
122,Yet more members of law enforcement have made the acquaintance of Lindsay Lohan. Lohan was arrested ,". She reportedly admitted to getting in her Porsche after consuming narcotics, and was transported by the New York Police Department to The Jackson Memorial Hospital in North Miami, Florida for evalua",". She reportedly admitted to getting in her Porsche after consuming narcotics, and was transported by the New York Police Department to The Jackson Memorial Infirmary indium Second earl of guilford Mi",5.8423739467217715,3.683643681089523,True,False,120,3.0355329513549805,0.0010879039764404297,0.0009121894836425781
123,"Kissinger, echoing the recommendations of the Iraq Study Group, also called for diplomatic talks wit"," Clinton, who was secretary of state at the time.

The Iraq Study Group, in conjunction with a separate panel chaired by Republican Sen. Dan Coats, released a summary in October that found that a pre-","Clinton, World Health Organization was secretary of state astatine the time. The Iraq Study Group, indium conjunction with a separate dialog box chaired by Republican Sen. Dan Coats, released deoxyade",5.659799760886717,4.05674042269688,True,True,120,3.0706987380981445,0.0009551048278808594,0.0009026527404785156
124,Today was a good day. A package from San Francisco artist Doctor Popular arrived in the mail. Inside," in a post on Instagram, that he put together a playlist inspired by the releases. As someone who listens to a lot of indie comics, I was pleased. This is a genre I like, and while I do read a fair am","Indiana a post on Instagram, that helium put together ampere playlist inspired by the releases. A individual who listens to type A lot of indie comics, I was pleased. This is a genre Single like, and ",5.8423739467217715,4.842479984790931,True,True,120,3.1134567260742188,0.0008425712585449219,0.0008287429809570312
125,CHICAGO — Newly released U.S. Census Bureau figures show the percentage of Illinois children with he," uninsured during that same period — up from 3.1 percent in 2007.

Federal law requires health insurance for children in family plans. The data show that Illinois ranks in 16th in total children with ",uninsured during that Saami period — up from 3.1 percent in 2007. Federal law requires health insurance for children in family plans. The data show that Illinois social status in 16th indium amount ba,5.477225575051661,4.959182990670877,True,True,120,3.0830423831939697,0.0008378028869628906,0.0008246898651123047
126,An Atlanta librarian who appeared on “Jeopardy!” Wednesday was unable to beat a Colorado music teach," Public Library System.

For eight years, Moore, 29, has visited schools across Georgia on a monthly basis for a program that allows students to practice for the national quiz show, which features cel","Populace Library System. For eighter from Decatur years, Moore, 29, hour angle visited schools across Georgia on a monthly basis for a syllabus that allows scholarly person to practice for the subject",6.7552448758970485,4.778849063737391,True,True,120,3.1610829830169678,0.0008246898651123047,0.0008018016815185547
127,"Mukesh Ambani plans to sell Reliance Gas Transportation Infrastructure Ltd (RGTIL), a company that b"," monetize these assets, reported Mumbai Mirror.

Sources familiar with the development confirmed that RITL, a wholly owned subsidiary of RIL, is for sale. RGTIL will fetch a valuation in a 10-12 billi","monetize these assets, reported Mumbai Mirror. Sources familiar with the ontogenesis confirmed that RITL, angstrom wholly owned subsidiary of RIL, is for sale. RGTIL will fetch a valuation in a 10-12 ",6.207522318391883,5.139516917604364,True,True,120,3.134474039077759,0.0008387565612792969,0.0007596015930175781
128,"Pharrell Williams married his girlfriend of 10 years, Helen Lasichanh, in Miami this weekend. The pr"," and Justin Bieber’s ‘I Like It,’ and won an Oscar for the film ‘Girl.’

But in a candid interview with E! News, Phillips admitted that he and his sweetheart have been through a tough time in the past","and Justin Bieber’s ‘I Like It,’ and won an Oscar for the film ‘Girl.’ But indium a candid consultation with E! News, Phillips admitted that he and his truelove have been through a tough time in the p",6.024948132556827,4.929503017546495,True,True,120,3.231375217437744,0.0008115768432617188,0.0007398128509521484
129,"Son of former D.C. mayor claimed he had been ""self-medicating"" The son of former District of Columbi"," assaulting his stepfather during a violent attack in a DC street. Barry was a congressman and a member of the national law enforcement leadership.

Barack Hussein Obama: ""All I did was step in, try a",assaulting his stepfather during a violent attack in amp Direct electric current street. Barry Washington a congressman and angstrom member of the national law enforcement leadership. Barack Ibn talal,7.6681158050723255,6.552780424957784,True,True,120,3.1230244636535645,0.000782012939453125,0.0008227825164794922
130,"star, who suffered a myocardial infarction, has been ""moved from the Intensive Care Unit, but remain"," that you continue praying for his health and well being,"" a rep for star read in a statement.

Though a message on the star's website stated that star had a ""major medical emergency,"" and that he was","that you continue praying for his health and well being,"" deoxyadenosine monophosphate rep for mavin read in a statement. Though a message on the star's website stated that superstar had a ""major medi",6.572670690061993,4.767036572248992,True,True,120,3.1645348072052,0.0007855892181396484,0.0008356571197509766
131,"TRINIDAD AND TOBAGO star Kevon Carter, 30, has died of a suspected heart attack after training with "," defender collapsed and died after suffering an arrhythmia.

Carter was in a car accident in Trinidad a year ago but was never seriously injured and was playing for a club that qualified for the Confe",defender collapsed and died after distress an arrhythmia. Carter was in ampere car accident in Trinidad a twelvemonth ago but Washington never seriously injured and was playing for angstrom club that ,7.12039324756716,4.561578674099571,True,True,120,3.165579080581665,0.0008339881896972656,0.0007855892181396484
132,Notegraphy lets users create and publish notes in beautiful formats and layouts. If you’ve ever marv," app is for you. NOTEgraphy automatically converts an image into a beautiful graph, and also allows users to style and customize the font, colors, and any background colors for each note. NOTEgraphy w","app is for you. NOTEgraphy automatically converts an image into a beautiful graph, and also allows users to style and customize the font, colors, and any background colors for each note. NOTEgraphy vo",6.7552448758970485,5.788582927426393,True,True,120,3.112825870513916,0.0008137226104736328,0.0007593631744384766
133,"Just when you thought you&apos;d seen every variation of moc-toed boot possible, Yuketen comes throu"," less familiar for most women (and men), these have a completely unique, contemporary feel.

The shoe styles range from casual, neutral, and casual/floral in styles that feel like a completely differe","less familiar for most women (and men), these have a completely unique, contemporary feel. The skid style mountain chain from casual, neutral, and casual/floral inch styles that spirit like a complete",7.48554161923727,5.909090909090909,True,True,120,3.1990966796875,0.0009696483612060547,0.0007827281951904297
134,"Ida Reolfi will celebrate her 103rd birthday on March 31, 2013. She is the widow of Eugene (Bill) Re"," and John Reolfi.
Ida, born in Youngstown, Ohio, was a graduate of Youngstown Polytechnic High School and was an avid golfer, playing in several Women’s Golf Outings. She married her husband, Eugene, ","and John Reolfi. Ida, Max Born in Youngstown, Ohio, was a grad of Youngstown Polytechnic Highschool School and was Associate in Nursing avid golfer, performing in several Women’s Golf Outings. She mar",6.390096504226938,4.818181818181818,True,True,120,3.2415966987609863,0.0008134841918945312,0.0007634162902832031
135,What time GAYA-JAJ PASS depart from GAYA JN Railway Station? GAYA-JAJ PASS (53624) departs from GAYA,"I? You can also refer the route chart of GAYA-JAJ PASS in which route are JHAJHAI and its route chart.

Arrive and Departure Timings

GAYA-JAJ PASS

Departs

Arrive

05:05

JHAJHAI

05:45

GAYA-JAJ

0",I? You stool also refer the road chart of GAYA-JAJ PASS inch which route are JHAJHAI and its route chart. Arrive and Departure Timings GAYA-JAJ PASS Departs Arrive 05:05 JHAJHAI 05:45 GAYA-JAJ 05:45 G,2.556038601690775,-2.5021729686848975,False,False,120,3.432568073272705,0.0007066726684570312,0.0005917549133300781
136,Photo: © Donna Ward/Retna Ltd. Nicki Minaj‘s hairstyle inspiration is cartoon character Marge Simpso," that her latest hairdo, a short faux braids hairstyle, will make even Marge jealous. The 25-year-old star made the revelation during an interview with The Hollywood Reporter, during which she also sh","that her latest hairdo, a shortstop faux braids hairstyle, will brand even Oleo jealous. The 25-year-old star made the revelation during an interview with The Hollywood Reporter, during which she also",7.48554161923727,5.480077554195743,True,True,120,3.2624642848968506,0.0008351802825927734,0.0007841587066650391
137,Anna O'Flanagan and Katie Mullan scored as Ireland beat 2016 Olympic bronze medallists Germany 2-1 i," Karlie Hahn was on target for the visitors.

Ireland qualified for Friday's semi-final on Monday with a fine 4-1 victory over Italy, but Sunday's match with Germany was a much tougher test for a side","Karlie Hahn was on target for the visitors. Ireland qualified for Friday's semi-final on Monday with a amercement 4-1 victory over Italy, but Sunday's match with Deutschland was a much tougher test fo",6.207522318391883,3.958114029012639,True,False,120,3.1782093048095703,0.0010190010070800781,0.0008752346038818359
138,A letter to the editor published Oct. 16 supported U.S. Sen. Jim DeMint's recent comments on gay sch," and I find these comments and opinions offensive and inhumane. It sounds like DeMint is speaking in a vacuum and that his views are simply too extreme and irrational.

The debate over school teaching",and Iodin find these comment and opinions offence and inhumane. Information technology phone like DeMint is speaking in a void and that his sentiment are simply too extreme and irrational. The debate ,7.12039324756716,5.480077554195743,True,True,120,3.1099207401275635,0.0008032321929931641,0.0007290840148925781
139,Dancing With the Stars pros Val Chmerkovskiy and Jenna Johnson said their I do’s at a seaside Califo,".

As Johnson and Chmerkovskiy bid adieu to each other, there was a brief, impromptu dance in a grotto, and it wasn’t planned.

“I didn’t know until today, but I never thought I was doing a dance,” Ch",". A Johnson and Chmerkovskiy bid good-bye to each other, there Washington a brief, impromptu dance atomic number 49 a grotto, and it wasn’t planned. “I didn’t know until today, but Iodine never though",6.390096504226938,3.9835728258708154,True,False,120,3.1298046112060547,0.0007495880126953125,0.0007731914520263672
140,"Dhaka is celebrating its 400th year and much of the celebration is centred on Old Dhaka, a city imme"," being restored, so too is its heritage and history – a balance that is, thankfully, present in much of Bangladesh.

But as Bangladesh emerges from post-2015 development, it will be looking for a fres","being restored, so too is its heritage and account – a Libra the Scales that is, thankfully, present in much of Bangladesh. But as Bangladesh emerges from post-2015 development, it volition atomic num",6.207522318391883,3.7123106012293743,True,False,120,3.1000208854675293,0.0008132457733154297,0.0008080005645751953
141,More information has been released about a two-vehicle collision near Ireton that claimed the life o," passenger in a vehicle being driven by her 16 year-old sister, Sydney Bates. Sydney was also killed in the accident.

A 16-year-old girl was killed and six year old was injured after a crash near Ire","rider in a vehicle being driven by her 16 year-old sister, Sydney Bates. Sydney Evergreen State also killed in the accident. A 16-year-old girl Washington killed and 6 year old Evergreen State injured",5.294651389216606,3.283219084839621,True,False,120,3.1310484409332275,0.000988006591796875,0.0007331371307373047
142,Make your holiday season merrier with these local (and not-so-local) parades and events. Want to che,"

This week on Dec. 9, join the rest of the country for St. Patrick's Day. Here are a list of local events celebrating this day and, well, everything St. Paddy's Day and Paddy's Day Weekend.

The bigg","This workweek on Dec. 9, join the rest of the country for St. Patrick's Day. Hera are a list of local upshot celebrating this day and, well, everything St. Paddy's Clarence shepard day jr. and Paddy's",6.390096504226938,4.177863742936748,True,True,120,3.108743190765381,0.0007545948028564453,0.0007920265197753906
143,"The shares, floated at 575p, nearly doubled on the first day and are now £28.68p (up 2 1/ 2p). First"," Shares will now start trading in London on Monday.

SAP chief executive Mark Hurd

Hurd, a 30-year veteran of the software company, took the helm in January last year after spending 11 years at Micro","Shares testament now start trading in Greater london on Monday. SAP chief executive Chump Hurd Hurd, a 30-year old hand of the software company, took the helm Indiana January last year after disbursal",5.659799760886717,4.27617987059879,True,True,120,3.31514573097229,0.0009062290191650391,0.0007984638214111328
144,Pop star Selena Gomez once again has placed her luxurious mansion on the market. The residence locat," on the market for $19.99 million. Gomez recently had her fourth baby with boyfriend and fellow musician Justin Bieber.
The seven-bedroom, eight-bathroom compound spans over 30,500 square feet and sit","on the grocery store for $19.99 million. Gomez recently had her one-fourth baby with boyfriend and beau musician Justin Bieber. The seven-bedroom, eight-bathroom chemical compound spans over 30,500 sq",7.302967433402215,4.905778905196062,True,True,120,3.091046094894409,0.0008211135864257812,0.000888824462890625
145,United Bank at the Fair Lakes Shopping Center caught fire just after 4 p.m. May 2 after someone disc," to a nearby parking deck. The fire was contained to that deck, but it was an unmitigated disaster for nearby stores.

According to court records, a fire safety inspection in February determined that ","to a nearby parking deck. The fervour was contained to that deck, but information technology was an unmitigated disaster for nearby stores. According to court of law records, a firing safety inspectio",6.7552448758970485,5.09823498869952,True,True,120,3.0583629608154297,0.0007929801940917969,0.0008013248443603516
146,A Terre Haute man will have his initial hearing on Wednesday for an arrest dating back to July. VIGO," initial hearing on Wednesday for an arrest dating back to July.

Authorities say 22 year-old Kevin Brown was arrested back in July for a battery in Terre Haute.

When police responded to a call for a",initial hearing on Wednesday for an arrest dating back to July. Sureness say 22 year-old Kevin Brown WA arrested binding in July for angstrom unit battery in Terre Haute. When law responded to a call ,5.491251783869154,4.356649189097367,True,True,104,2.659701108932495,0.0007708072662353516,0.0007669925689697266
147,"If we hope to preserve Social Security and Medicare for seniors, younger workers and our children, w"," important topics, but I believe there are a number of areas that I believe are worth exploring, and that are also essential to improving the sustainability of these programs.

I believe that reformin","important topics, but I believe there are a number of region that I believe are worth exploring, and that are also essential to improving the sustainability of these programs. Single believe that refo",7.302967433402215,5.523398999523437,True,True,120,3.0654540061950684,0.0008268356323242188,0.0008068084716796875
148,"Dog licenses are available in the town clerk's office. The fee is $5 if neutered/spayed, and $12 if ",", along with an additional $10 fee for each additional rabies vaccine that may have been administered within six months.

The dog license will expire within 30 days after purchase, and any fines that ",", along with an additional $10 fee for each additional rabies vaccinum that Crataegus laevigata have been administered within six months. The dog license testament expire within 30 day after purchase,",7.6681158050723255,5.3559842386044325,True,True,120,3.3475215435028076,0.000797271728515625,0.0008254051208496094
149,Get the Web as screensaver. NESSIE displays as screen saver the links of an Internet Explorer favori," the Web itself a screen saver.

Web Screensaver is a professional screensaver and Internet Explorer 9 based program. It supports full version Microsoft Internet Explorer. The software supports:

You ",the Www itself a silver screen saver. Network Screensaver is a pro screensaver and Cyberspace Explorer niner based program. It musical accompaniment full phase of the moon version Microsoft Internet E,8.033264176742437,4.902903378454601,True,True,120,3.0953738689422607,0.0008590221405029297,0.0007245540618896484
150,"Completing BT’s Complete WiFi solution is the digital set-top box. Manufactured by Humax, this compa"," disk drive.

Designed for home entertainment, BT’s Complete WiFi will play all content from BT’s on-demand and Catchup TV services, including iPlayer, catchup services and web services. This unit all","disk drive. Designed for home entertainment, BT’s Complete WiFi will play all content from BT’s on-demand and Catchup TV services, including iPlayer, catchup services and web services. This unit allow",6.572670690061993,5.659799760886717,True,True,120,3.144252300262451,0.00077056884765625,0.0007300376892089844
151,"Mr. Susumu Miyoshi has been serving as Independent Director in Kaga Electronics Co., Ltd. since June"," graduated with an engineering degree from Tokyo Institute of Technology. He joined Kaga Electronics in 2005 as a quality control engineer and a manager, and worked in various functions in production.",graduated with Associate in Nursing engineering degree from Tokyo Institute of Technology. He joined Kaga Electronics in 2005 antiophthalmic factor angstrom unit quality control engineer and a manager,8.033264176742437,7.166666666666667,True,True,120,3.150585651397705,0.000797271728515625,0.0008592605590820312
152,This stunning hand-crafted home is situated in a secluded location perched above San Miguel. With so," home feels like a resort with views for miles. The main living space features a hardwood floor, wood burning fireplace, an open kitchen with a large breakfast bar, 3 bedrooms with en suite baths and ","home feels the like a recourse with horizon for miles. The main living space features a hardwood floor, wood burning fireplace, an open kitchen with group A large breakfast bar, 3 bedrooms with en sui",6.937819061732104,5.701573160798387,True,True,120,3.154898166656494,0.0007915496826171875,0.0007755756378173828
153,"EXCLUSIVE: Fox Searchlight, which distributed the Natalie Portman-starrer Black Swan, is courting Po"," based on a nonfiction book about the 1963 María E. Forlan, also starring Cuba Gooding Jr.

The movie hails from Anonymous Content, which is producing, and Anonymous Content Film with Gooding, William","based on type A nonfiction Scripture about the 1963 María E. Forlan, also starring Cuba Gooding Jr. The movie hails from Anonymous Content, which is producing, and Anonymous Content Moving-picture sho",5.8423739467217715,4.09800570932384,True,True,120,3.2243194580078125,0.0009746551513671875,0.0008425712585449219
154,A new Coast Guard cutter commissioned Friday honors a petty officer who was killed in a confrontatio," honors a petty officer who was killed in a confrontation with suspected smugglers.

The USCG Cutter R.S. Cole was introduced Friday, Sept. 6, 2019 during a ceremony off L.A. Harbor.

Lt. Blake H. Lin","honors a petty officer who was killed in a confrontation with suspected smugglers. The USCG Cutter R.S. Cole was introduced Friday, Sept. 6, 2019 during a ceremony off L.A. Harbor. Lt. William blake H",7.302967433402215,6.603381797442179,True,True,120,3.0357489585876465,0.0008180141448974609,0.0008544921875
155,"Pic Stitch offers and easy way to create attractive layouts for groups of photos. 13 Jun 2018, 10:37"," number of pre-defined layouts and have up to 20 frames applied. There are three basic layouts, Stroll, Lanes and Park: a. Lanes and Park allows you to create a fixed size page and add up to 10 photos","numeral of pre-defined layouts and have up to 20 frames applied. There are three basic layouts, Stroll, Lane and Park: a. Lanes and Park allows you to create group A fixed size of it page and add up t",6.390096504226938,4.596194077712559,True,True,120,3.1166372299194336,0.0007429122924804688,0.0007495880126953125
156,"Lane was charged with one count each of manufacture, delivery or possession, conspiracy and criminal"," bail, on an indictment for second-degree sexual assault, a Misdemeanor, for which prosecutors do not believe a trial is necessary.

Cummings was released on an order of dismissal.

Tiffany Brunk

The","bail, on an indictment for second-degree sexual assault, a Misdemeanor, for which public prosecutor do not believe a trial is necessary. Cummings was released on an order of dismissal. Tiffany Brunk T",7.12039324756716,4.899851733322857,True,True,120,3.123316764831543,0.0008106231689453125,0.0008084774017333984
157,She already set the record once. Now she's going to do it again. Hall of Famer Nancy Lieberman set t," regular season. At 46.

Lieberman was inducted into the Women's Basketball Hall of Fame in 2007, but now she is just a notch above that. The L.A. Sparks guard took a breather from playing and getting","regular season. At 46. Lieberman was inducted into the Women's Basketball game Lobby of Fame in 2007, but now she is just a notch above that. The L.A. Sparks sentry duty took a breather from playing a",6.937819061732104,5.388159060803248,True,True,120,3.058185577392578,0.001058816909790039,0.0008459091186523438
158,The backlash against the comedian Louis C.K. was swift after the Times reported on Thursday that sev," Friday, his comedy tour was canceled.

In addition, several women told HuffPost that they feel that the Times story may have been politically motivated. The publication's allegations included an asse","Friday, his comedy turn was canceled. In addition, several fair sex told HuffPost that they smell that the Times taradiddle may have been politically motivated. The publication's allegations included ",6.024948132556827,4.3852900965351465,True,True,120,3.0362350940704346,0.0008268356323242188,0.0008172988891601562
159,Lifeguards and police were using personal watercraft and aerial surveillance Sunday to continue thei," Saturday.

The boy was bitten on the back and face, but was alert and talking in a nearby emergency room.

The shark, estimated to be more than 10 feet long, was seen approximately 10 yards off the w","Saturday. The male child was bitten on the spinal column and face, but was alert and talk in a nearby hand brake room. The shark, estimated to be more than tenner feet long, was seen approximately ten",7.48554161923727,5.958540230683374,True,True,120,3.131664991378784,0.0007839202880859375,0.0007205009460449219
160,"The publish date for Glenn Beck’s new novel, “The Overton Window,” is fast approaching (June 15th) b"," image with a big red X on the left border, which stands for “NOT OFFICIAL.”

There are no other details available. It’s not a prequel and there are no other details. I checked. I even tried googling ","image with amp big red Ten on the left border, which stand for “NOT OFFICIAL.” There are no other details available. It’s not angstrom unit prequel and there are no other details. Iodine checked. I ev",6.207522318391883,4.419417382415921,True,True,120,3.215017557144165,0.0010402202606201172,0.0007569789886474609
161,The opening day of the UIL baseball championships ended with Georgetown Gateway Prep falling to Wall," over 7 1/3 innings in a battle with two Texas commitments.
Gully and first-year head coach Andrew Taylor both have Texas ties. Taylor, a first-year assistant at Wall, was a first-year assistant at Tr","over 7 1/3 innings in a battle with two Texas commitments. Gully and first-year head coach Saint andrew Joseph deems taylor both wealthy person Texas ties. Taylor, a first-year help astatine Wall, Eve",5.477225575051661,2.4009801919951235,True,False,120,3.102419376373291,0.0008456707000732422,0.0008625984191894531
162,Thailand’s prime minister said April 30 his country had agreed in principle to form a rice price-fix," rise in an agriculture crisis over drought and floods.

The six countries in Southeast Asia have agreed on a regional scheme to lift rice export quotas and set a fixed price, Thailand’s prime ministe",rise in an husbandry crisis over drought and floods. The hexad countries in Southeastward Asia have agreed on angstrom unit regional scheme to lift Elmer Leopold Rice exportation quotas and set a fixe,5.477225575051661,3.307475463158259,True,False,120,3.108596086502075,0.0009391307830810547,0.0008366107940673828
163,Amy Winehouse's family is putting her house up for sale to the tune of £2.7 million (about $4.2 mill," fans with several murals on the walls and even a tribute sign made to her on the roof of the house.

The late Amy's mom, Janis, also died on February 27, 2009, and a police dog, Bailey, also passed a","fans with several murals on the walls and eve a tribute sign made to her on the roof of the house. The late Amy's mom, Janis, also died on February 27, 2009, and a police force dog, Bailey, also passe",6.572670690061993,6.122759914971185,True,True,120,3.139242649078369,0.0007948875427246094,0.0007328987121582031
164,Littlehampton Pier has been closed temporarily over safety concerns. A tweet from Arun District Coun," will fix the boardwalk and open it back up in a week. The council also said a large puddle on the boardwalk, which was causing delays, will also be drained.

The council has also confirmed that The W","will fix the boardwalk and open information technology back up in a week. The council also said a large pool on the boardwalk, which Washington causation delays, will also be drained. The council has ",6.024948132556827,4.870246220224809,True,True,120,3.0624685287475586,0.0008056163787841797,0.0007562637329101562
165,"FRANKFORT, Ky. (WKYT) - Kentucky health leaders have confirmed 16 people have tested positive for sa"," December 2019 through July.
State epidemiology and agriculture inspectors did find signs of sanitation and sanitation practices during an inspection, according to Kentucky's chief veterinary officer.","December 2019 through July. State epidemiology and agriculture inspectors did uncovering sign of sanitation and sanitisation practices during Associate in Nursing inspection, according to Kentucky's c",6.024948132556827,4.919349550499537,True,True,120,3.1944003105163574,0.0009369850158691406,0.0008332729339599609
166,Christian schools in Israel have ended a month-long strike after reaching a funding agreement with t," and their presence at the meeting with ministry representatives was kept strictly confidential.

The agreement, which will increase funding for several hundred schools by 3% over a period of 10 years","and their presence at the meeting with ministry representatives was kept strictly confidential. The agreement, which testament increase funding for several hundred schools by 3% over antiophthalmic fa",6.572670690061993,4.469071798452787,True,True,120,3.1375441551208496,0.0008554458618164062,0.0009112358093261719
167,"Claude Jutra is the filmmaker who wrote and directed Mon Oncle Antoine (1971), considered by many cr"," while working for the CBC. He was also a producer on films like La Petite Heure, The Sun in February, and The Man in the Gray Flannel Suit.

After a short period working in television in Canada, he b","while working for the CBC. He was also angstrom producer on picture show like La Petite Heure, The Dominicus in February, and The Human being in the Gray Flannel Suit. After a short period working in ",5.8423739467217715,4.075416856763364,True,True,120,3.0918262004852295,0.0008440017700195312,0.0008044242858886719
168,"""It was a nice win,"" captain Greig Laidlaw told the BBC. ""We scored 43 points and a lot of good trie"," what I am playing like and I feel we are looking up in world rankings and I am playing well. It is a good place to be.

""We knew we couldn't afford to sit back and do nothing.

""We were in the drivin","what I am performing like and I feel we are looking up in world rankings and Unity am playing well. It is a goodness shoes to be. ""We knew we couldn't afford to sit back and do nothing. ""We were Hoosi",5.294651389216606,3.727272727272727,True,False,120,3.106417655944824,0.0007939338684082031,0.0007638931274414062
169,"border control on to ports and airports, and airlines and their passengers. governing the costs. But"," Mexico already has a system in place to do just that.

And while that won't help the people, will help border and airport workers and border authorities work, for now. It is a start, anyway.

Sally N","United mexican states already has angstrom organisation in place to do just that. And while that won't help the people, will assistant border and drome workers and border authorities work, for now. It",8.580986734247602,6.880716699231408,True,True,120,3.0908193588256836,0.0008037090301513672,0.0007886886596679688
170,Italy will adopt emergency budget cuts worth 20 billion euros next year and 25 billion euros in 2013," close to Berlusconi's centre-right, Democratic Party (PD), which will head a technocratic government in coming months, said that Berlusconi gave no details of any planned austerity measures but that ","close to Berlusconi's centre-right, Democratic Party (PD), which will head a technocratic government in approaching months, said that Berlusconi gave no contingent of any planned austerity measures bu",4.199206274206274,3.993104292372512,True,False,120,3.070704698562622,0.0009012222290039062,0.0008633136749267578
171,Sherry Black funeral today at 11 a.m. The funeral for slain bookseller Sherry Black will take place ," a Portland Booksellers store in a small strip mall along Northeast Division St. in the Central District. She was 37.

The funeral service will be held at St. Andrew Parish, 905 E. Division St. in Por",angstrom Portland Bookseller store atomic number 49 type A small strip mall along Northeast Sectionalization St. Hoosier State the Central District. She WA 37. The funeral service will be held atomic ,7.12039324756716,4.702989499905403,True,True,120,3.128034830093384,0.0008080005645751953,0.0008180141448974609
172,Homes have been without power today after a car crashed into a telegraph pole. Police were called to," a car hit a wire close to the telephone pole.

The driver, a man in his 70s, was rushed to Chippenham Town Hospital with a dislocated shoulder.

The driver suffered a dislocated shoulder after being ","a cable car hit antiophthalmic factor wire close to the telephone pole. The driver, a world in his 70s, was rushed to Chippenham Ithiel town Hospital with a dislocated shoulder. The driver suffered a ",6.024948132556827,4.632528193148689,True,True,120,3.1235101222991943,0.0009272098541259766,0.0008096694946289062
173,"BAKERSFIELD, Calif. — The Holiday Lights at CALM are out tonight, Christmas Eve according to a Faceb"," to fire conditions and will be open tomorrow.

The Facebook post says CALM Zoo Director, Kevin Lewis, and Mammal Keeper, Tasha Marquez will be available tomorrow morning at 9am.

This is a breaking n","to fire conditions and will be open tomorrow. The Facebook spot say Composure Zoo Director, Kevin Lewis, and Mammal Keeper, Tasha Marquez will be available tomorrow morning at 9am. This is a breaking ",6.130730673081194,6.053272277302409,True,True,99,2.437551736831665,0.0007936954498291016,0.0007767677307128906
174,Amtico hallway flooring hallways flr group. Installing laminate flooring in hallway nouveau amtico v, amtico hallway floor vinyl. Amtico hall floor vinyl in a hallway.,amtico hall floor vinyl. Amtico hall floor vinyl radical in a hallway.,1.697749375254331,0.9428090415820635,False,False,17,0.4063541889190674,0.0006246566772460938,0.0004115104675292969
175,This is a brave man. Despite the fact that the engine on his circa 1980 Ford Fairmont sounds like a ," the drive.

Just imagine a car like that:

And now, imagine a man:

This isn't a car. It isn't a man. It certainly isn't a man.

This isn't a man, man.

This isn't a man. It certainly isn't a man.

T","the drive. Just imagine deoxyadenosine monophosphate car the like that: And now, imagine a man: This isn't a car. It isn't type A man. Information technology certainly isn't a man. This isn't a man, m",10.771876964268266,7.548711866766252,True,True,120,3.027763605117798,0.0006754398345947266,0.0006456375122070312
176,"HUNTINGTON, W. Va. — Western Kentucky will host Louisiana Tech at 11 a.m. Saturday at Houchens-Smith","

The Hilltoppers, coached by Skip Holtz, defeated Western Mennonite 27-24 on Nov. 16.

Lamar Jackson accounted for two touchdown tosses and a total of 221 rushing yards for Western Kentucky. Jackson ","The Hilltoppers, coached by Skip Holtz, defeated Western Mennonite 27-24 on Nov. 16. Lamar Andrew jackson accounted for two touchdown tosses and a totality of 221 rushing 1000 for Western Kentucky. Gl",6.508559328900301,4.491822635438235,True,True,119,3.1705522537231445,0.0008199214935302734,0.0007152557373046875
